time[s],deltaTime[s],rainfall[m],totalWaterLevel[m],surfaceFlow[m3/s],surfaceVolRunoff[m3]
836.9015,2.1949,0.000304847,0.011033789,0.029116401,0.063907589
839.0964,2.1949,0.000304847,0.011033804,0.029116468,0.063907736
841.2913,2.1949,0.000304847,0.011033818,0.029116535,0.063907882
843.4862,2.1949,0.000304847,0.011033833,0.029116601,0.063908028
845.6811,2.1949,0.000304847,0.011033847,0.029116667,0.063908173
847.876,2.1949,0.000304847,0.011033862,0.029116733,0.063908317
850.0709,2.1949,0.000304847,0.011033876,0.029116799,0.063908461
852.2658,2.1949,0.000304847,0.01103389,0.029116864,0.063908604
854.4607,2.1949,0.000304847,0.011033904,0.029116929,0.063908747
856.6556,2.1949,0.000304847,0.011033918,0.029116994,0.063908889
858.8505,2.1949,0.000304847,0.011033933,0.029117058,0.063909031
861.0454,2.1949,0.000304847,0.011033947,0.029117122,0.063909172
863.2403,2.1949,0.000304847,0.011033961,0.029117186,0.063909312
865.4352,2.1949,0.000304847,0.011033974,0.02911725,0.063909452
867.6301,2.1949,0.000304847,0.011033988,0.029117314,0.063909592
869.825,2.1949,0.000304847,0.011034002,0.029117377,0.06390973
872.0199,2.1949,0.000304847,0.011034016,0.02911744,0.063909869
874.2148,2.1949,0.000304847,0.011034029,0.029117503,0.063910006
876.4097,2.1949,0.000304847,0.011034043,0.029117565,0.063910144
878.6046,2.1949,0.000304847,0.011034057,0.029117627,0.06391028
880.7995,2.1949,0.000304847,0.01103407,0.029117689,0.063910416
882.9944,2.1949,0.000304847,0.011034084,0.029117751,0.063910552
885.1893,2.1949,0.000304847,0.011034097,0.029117813,0.063910687
887.3842,2.1949,0.000304847,0.01103411,0.029117874,0.063910821
889.5791,2.1949,0.000304847,0.011034124,0.029117935,0.063910955
891.774,2.1949,0.000304847,0.011034137,0.029117996,0.063911089
893.9689,2.1949,0.000304847,0.01103415,0.029118056,0.063911222
896.1638,2.1949,0.000304847,0.011034163,0.029118117,0.063911354
898.3587,2.1949,0.000304847,0.011034177,0.029118177,0.063911486
900.5536,2.1949,0.000304847,0.01103419,0.029118237,0.063911618
902.7485,2.1949,0.000304847,0.011034203,0.029118296,0.063911749
904.9434,2.1949,0.000304847,0.011034216,0.029118356,0.063911879
907.1383,2.1949,0.000304847,0.011034229,0.029118415,0.063912009
909.3332,2.1949,0.000304847,0.011034241,0.029118474,0.063912139
911.5281,2.1949,0.000304847,0.011034254,0.029118533,0.063912268
913.723,2.1949,0.000304847,0.011034267,0.029118591,0.063912396
915.9179,2.1949,0.000304847,0.01103428,0.02911865,0.063912524
918.1128,2.1949,0.000304847,0.011034292,0.029118708,0.063912652
920.3077,2.1949,0.000304847,0.011034305,0.029118766,0.063912779
922.5026,2.1949,0.000304847,0.011034318,0.029118824,0.063912906
924.6975,2.1949,0.000304847,0.01103433,0.029118881,0.063913032
926.8924,2.1949,0.000304847,0.011034343,0.029118938,0.063913158
929.0873,2.1949,0.000304847,0.011034355,0.029118995,0.063913283
931.2822,2.1949,0.000304847,0.011034367,0.029119052,0.063913408
933.4771,2.1949,0.000304847,0.01103438,0.029119109,0.063913532
935.672,2.1949,0.000304847,0.011034392,0.029119165,0.063913656
937.8669,2.1949,0.000304847,0.011034404,0.029119221,0.063913779
940.0618,2.1949,0.000304847,0.011034417,0.029119278,0.063913902
942.2567,2.1949,0.000304847,0.011034429,0.029119333,0.063914025
944.4516,2.1949,0.000304847,0.011034441,0.029119389,0.063914147
946.6465,2.1949,0.000304847,0.011034453,0.029119444,0.063914268
948.8414,2.1949,0.000304847,0.011034465,0.0291195,0.06391439
951.0363,2.1949,0.000304847,0.011034477,0.029119555,0.06391451
953.2312,2.1949,0.000304847,0.011034489,0.029119609,0.063914631
955.4261,2.1949,0.000304847,0.011034501,0.029119664,0.063914751
957.621,2.1949,0.000304847,0.011034513,0.029119719,0.06391487
959.8159,2.1949,0.000304847,0.011034525,0.029119773,0.063914989
962.0108,2.1949,0.000304847,0.011034536,0.029119827,0.063915108
964.2057,2.1949,0.000304847,0.011034548,0.029119881,0.063915226
966.4006,2.1949,0.000304847,0.01103456,0.029119934,0.063915344
968.5955,2.1949,0.000304847,0.011034572,0.029119988,0.063915461
970.7904,2.1949,0.000304847,0.011034583,0.029120041,0.063915578
972.9853,2.1949,0.000304847,0.011034595,0.029120094,0.063915695
975.1802,2.1949,0.000304847,0.011034606,0.029120147,0.063915811
977.3751,2.1949,0.000304847,0.011034618,0.0291202,0.063915927
979.57,2.1949,0.000304847,0.011034629,0.029120252,0.063916042
981.7649,2.1949,0.000304847,0.011034641,0.029120305,0.063916157
983.9598,2.1949,0.000304847,0.011034652,0.029120357,0.063916271
986.1547,2.1949,0.000304847,0.011034663,0.029120409,0.063916386
988.3496,2.1949,0.000304847,0.011034675,0.029120461,0.063916499
990.5445,2.1949,0.000304847,0.011034686,0.029120512,0.063916613
992.7394,2.1949,0.000304847,0.011034697,0.029120564,0.063916726
994.9343,2.1949,0.000304847,0.011034708,0.029120615,0.063916838
997.1292,2.1949,0.000304847,0.01103472,0.029120666,0.06391695
999.3241,2.1949,0.000304847,0.011034731,0.029120717,0.063917062
1001.519,2.1949,0.000304847,0.011034742,0.029120768,0.063917174
1003.7139,2.1949,0.000304847,0.011034753,0.029120819,0.063917285
1005.9088,2.1949,0.000304847,0.011034764,0.029120869,0.063917395
1008.1037,2.1949,0.000304847,0.011034775,0.029120919,0.063917506
1010.2986,2.1949,0.000304847,0.011034786,0.029120969,0.063917616
1012.4935,2.1949,0.000304847,0.011034797,0.029121019,0.063917725
1014.6884,2.1949,0.000304847,0.011034807,0.029121069,0.063917834
1016.8833,2.1949,0.000304847,0.011034818,0.029121119,0.063917943
1019.0782,2.1949,0.000304847,0.011034829,0.029121168,0.063918052
1021.2731,2.1949,0.000304847,0.01103484,0.029121217,0.06391816
1023.468,2.1949,0.000304847,0.01103485,0.029121266,0.063918268
1025.6629,2.1949,0.000304847,0.011034861,0.029121315,0.063918375
1027.8578,2.1949,0.000304847,0.011034872,0.029121364,0.063918482
1030.0527,2.1949,0.000304847,0.011034882,0.029121413,0.063918589
1032.2476,2.1949,0.000304847,0.011034893,0.029121461,0.063918695
1034.4425,2.1949,0.000304847,0.011034904,0.029121509,0.063918801
1036.6374,2.1949,0.000304847,0.011034914,0.029121558,0.063918907
1038.8323,2.1949,0.000304847,0.011034924,0.029121605,0.063919012
1041.0272,2.1949,0.000304847,0.011034935,0.029121653,0.063919117
1043.2221,2.1949,0.000304847,0.011034945,0.029121701,0.063919221
1045.417,2.1949,0.000304847,0.011034956,0.029121748,0.063919326
1047.6119,2.1949,0.000304847,0.011034966,0.029121796,0.06391943
1049.8068,2.1949,0.000304847,0.011034976,0.029121843,0.063919533
1052.0017,2.1949,0.000304847,0.011034987,0.02912189,0.063919636
1054.1966,2.1949,0.000304847,0.011034997,0.029121937,0.063919739
1056.3915,2.1949,0.000304847,0.011035007,0.029121984,0.063919842
1058.5864,2.1949,0.000304847,0.011035017,0.02912203,0.063919944
1060.7813,2.1949,0.000304847,0.011035027,0.029122077,0.063920046
1062.9762,2.1949,0.000304847,0.011035037,0.029122123,0.063920148
1065.1711,2.1949,0.000304847,0.011035047,0.029122169,0.063920249
1067.366,2.1949,0.000304847,0.011035058,0.029122215,0.06392035
1069.5609,2.1949,0.000304847,0.011035068,0.029122261,0.06392045
1071.7558,2.1949,0.000304847,0.011035077,0.029122307,0.063920551
1073.9507,2.1949,0.000304847,0.011035087,0.029122352,0.063920651
1076.1456,2.1949,0.000304847,0.011035097,0.029122398,0.06392075
1078.3405,2.1949,0.000304847,0.011035107,0.029122443,0.06392085
1080.5354,2.1949,0.000304847,0.011035117,0.029122488,0.063920949
1082.7303,2.1949,0.000304847,0.011035127,0.029122533,0.063921048
1084.9252,2.1949,0.000304847,0.011035137,0.029122578,0.063921146
1087.1201,2.1949,0.000304847,0.011035146,0.029122623,0.063921244
1089.315,2.1949,0.000304847,0.011035156,0.029122667,0.063921342
1091.5099,2.1949,0.000304847,0.011035166,0.029122712,0.06392144
1093.7048,2.1949,0.000304847,0.011035176,0.029122756,0.063921537
1095.8997,2.1949,0.000304847,0.011035185,0.0291228,0.063921634
1098.0946,2.1949,0.000304847,0.011035195,0.029122844,0.06392173
1100.2895,2.1949,0.000304847,0.011035204,0.029122888,0.063921827
1102.4844,2.1949,0.000304847,0.011035214,0.029122932,0.063921923
1104.6793,2.1949,0.000304847,0.011035223,0.029122975,0.063922018
1106.8742,2.1949,0.000304847,0.011035233,0.029123019,0.063922114
1109.0691,2.1949,0.000304847,0.011035242,0.029123062,0.063922209
1111.264,2.1949,0.000304847,0.011035252,0.029123105,0.063922304
1113.4589,2.1949,0.000304847,0.011035261,0.029123148,0.063922398
1115.6538,2.1949,0.000304847,0.011035271,0.029123191,0.063922492
1117.8487,2.1949,0.000304847,0.01103528,0.029123234,0.063922586
1120.0436,2.1949,0.000304847,0.011035289,0.029123277,0.06392268
1122.2385,2.1949,0.000304847,0.011035298,0.029123319,0.063922774
1124.4334,2.1949,0.000304847,0.011035308,0.029123362,0.063922867
1126.6283,2.1949,0.000304847,0.011035317,0.029123404,0.06392296
1128.8232,2.1949,0.000304847,0.011035326,0.029123446,0.063923052
1131.0181,2.1949,0.000304847,0.011035335,0.029123488,0.063923144
1133.213,2.1949,0.000304847,0.011035345,0.02912353,0.063923236
1135.4079,2.1949,0.000304847,0.011035354,0.029123572,0.063923328
1137.6028,2.1949,0.000304847,0.011035363,0.029123614,0.06392342
1139.7977,2.1949,0.000304847,0.011035372,0.029123655,0.063923511
1141.9926,2.1949,0.000304847,0.011035381,0.029123697,0.063923602
1144.1875,2.1949,0.000304847,0.01103539,0.029123738,0.063923692
1146.3824,2.1949,0.000304847,0.011035399,0.029123779,0.063923783
1148.5773,2.1949,0.000304847,0.011035408,0.02912382,0.063923873
1150.7722,2.1949,0.000304847,0.011035417,0.029123861,0.063923963
1152.9671,2.1949,0.000304847,0.011035426,0.029123902,0.063924052
1155.162,2.1949,0.000304847,0.011035435,0.029123943,0.063924142
1157.3569,2.1949,0.000304847,0.011035443,0.029123983,0.063924231
1159.5518,2.1949,0.000304847,0.011035452,0.029124024,0.06392432
1161.7467,2.1949,0.000304847,0.011035461,0.029124064,0.063924408
1163.9416,2.1949,0.000304847,0.01103547,0.029124104,0.063924496
1166.1365,2.1949,0.000304847,0.011035479,0.029124144,0.063924584
1168.3314,2.1949,0.000304847,0.011035487,0.029124184,0.063924672
1170.5263,2.1949,0.000304847,0.011035496,0.029124224,0.06392476
1172.7212,2.1949,0.000304847,0.011035505,0.029124264,0.063924847
1174.9161,2.1949,0.000304847,0.011035513,0.029124304,0.063924934
1177.111,2.1949,0.000304847,0.011035522,0.029124343,0.063925021
1179.3059,2.1949,0.000304847,0.011035531,0.029124383,0.063925107
1181.5008,2.1949,0.000304847,0.011035539,0.029124422,0.063925193
1183.6957,2.1949,0.000304847,0.011035548,0.029124461,0.063925279
1185.8906,2.1949,0.000304847,0.011035556,0.0291245,0.063925365
1188.0855,2.1949,0.000304847,0.011035565,0.029124539,0.063925451
1190.2804,2.1949,0.000304847,0.011035573,0.029124578,0.063925536
1192.4753,2.1949,0.000304847,0.011035582,0.029124617,0.063925621
1194.6702,2.1949,0.000304847,0.01103559,0.029124655,0.063925706
1196.8651,2.1949,0.000304847,0.011035599,0.029124694,0.06392579
1199.06,2.1949,0.000304847,0.011035607,0.029124732,0.063925875
1201.2549,2.1949,0.000304847,0.011035615,0.029124771,0.063925959
1203.4498,2.1949,0.000304847,0.011035624,0.029124809,0.063926043
1205.6447,2.1949,0.000304847,0.011035632,0.029124847,0.063926126
1207.8396,2.1949,0.000304847,0.01103564,0.029124885,0.06392621
1210.0345,2.1949,0.000304847,0.011035648,0.029124923,0.063926293
1212.2294,2.1949,0.000304847,0.011035657,0.02912496,0.063926376
1214.4243,2.1949,0.000304847,0.011035665,0.029124998,0.063926458
1216.6192,2.1949,0.000304847,0.011035673,0.029125036,0.063926541
1218.8141,2.1949,0.000304847,0.011035681,0.029125073,0.063926623
1221.009,2.1949,0.000304847,0.011035689,0.029125111,0.063926705
1223.2039,2.1949,0.000304847,0.011035698,0.029125148,0.063926787
1225.3988,2.1949,0.000304847,0.011035706,0.029125185,0.063926868
1227.5937,2.1949,0.000304847,0.011035714,0.029125222,0.06392695
1229.7886,2.1949,0.000304847,0.011035722,0.029125259,0.063927031
1231.9835,2.1949,0.000304847,0.01103573,0.029125296,0.063927112
1234.1784,2.1949,0.000304847,0.011035738,0.029125333,0.063927192
1236.3733,2.1949,0.000304847,0.011035746,0.029125369,0.063927273
1238.5682,2.1949,0.000304847,0.011035754,0.029125406,0.063927353
1240.7631,2.1949,0.000304847,0.011035762,0.029125442,0.063927433
1242.958,2.1949,0.000304847,0.01103577,0.029125479,0.063927513
1245.1529,2.1949,0.000304847,0.011035778,0.029125515,0.063927592
1247.3478,2.1949,0.000304847,0.011035786,0.029125551,0.063927672
1249.5427,2.1949,0.000304847,0.011035793,0.029125587,0.063927751
1251.7376,2.1949,0.000304847,0.011035801,0.029125623,0.06392783
1253.9325,2.1949,0.000304847,0.011035809,0.029125659,0.063927908
1256.1274,2.1949,0.000304847,0.011035817,0.029125695,0.063927987
1258.3223,2.1949,0.000304847,0.011035825,0.02912573,0.063928065
1260.5172,2.1949,0.000304847,0.011035833,0.029125766,0.063928143
1262.7121,2.1949,0.000304847,0.01103584,0.029125801,0.063928221
1264.907,2.1949,0.000304847,0.011035848,0.029125837,0.063928299
1267.1019,2.1949,0.000304847,0.011035856,0.029125872,0.063928376
1269.2968,2.1949,0.000304847,0.011035863,0.029125907,0.063928453
1271.4917,2.1949,0.000304847,0.011035871,0.029125942,0.06392853
1273.6866,2.1949,0.000304847,0.011035879,0.029125977,0.063928607
1275.8815,2.1949,0.000304847,0.011035886,0.029126012,0.063928684
1278.0764,2.1949,0.000304847,0.011035894,0.029126047,0.06392876
1280.2713,2.1949,0.000304847,0.011035901,0.029126082,0.063928837
1282.4662,2.1949,0.000304847,0.011035909,0.029126116,0.063928913
1284.6611,2.1949,0.000304847,0.011035917,0.029126151,0.063928988
1286.856,2.1949,0.000304847,0.011035924,0.029126185,0.063929064
1289.0509,2.1949,0.000304847,0.011035932,0.02912622,0.063929139
1291.2458,2.1949,0.000304847,0.011035939,0.029126254,0.063929215
1293.4407,2.1949,0.000304847,0.011035947,0.029126288,0.06392929
1295.6356,2.1949,0.000304847,0.011035954,0.029126322,0.063929364
1297.8305,2.1949,0.000304847,0.011035961,0.029126356,0.063929439
1300.0254,2.1949,0.000304847,0.011035969,0.02912639,0.063929514
1302.2203,2.1949,0.000304847,0.011035976,0.029126424,0.063929588
1304.4152,2.1949,0.000304847,0.011035984,0.029126458,0.063929662
1306.6101,2.1949,0.000304847,0.011035991,0.029126491,0.063929736
1308.805,2.1949,0.000304847,0.011035998,0.029126525,0.063929809
1310.9999,2.1949,0.000304847,0.011036006,0.029126558,0.063929883
1313.1948,2.1949,0.000304847,0.011036013,0.029126592,0.063929956
1315.3897,2.1949,0.000304847,0.01103602,0.029126625,0.063930029
1317.5846,2.1949,0.000304847,0.011036027,0.029126658,0.063930102
1319.7795,2.1949,0.000304847,0.011036035,0.029126691,0.063930175
1321.9744,2.1949,0.000304847,0.011036042,0.029126724,0.063930247
1324.1693,2.1949,0.000304847,0.011036049,0.029126757,0.06393032
1326.3642,2.1949,0.000304847,0.011036056,0.02912679,0.063930392
1328.5591,2.1949,0.000304847,0.011036063,0.029126823,0.063930464
1330.754,2.1949,0.000304847,0.011036071,0.029126856,0.063930536
1332.9489,2.1949,0.000304847,0.011036078,0.029126888,0.063930607
1335.1438,2.1949,0.000304847,0.011036085,0.029126921,0.063930679
1337.3387,2.1949,0.000304847,0.011036092,0.029126953,0.06393075
1339.5336,2.1949,0.000304847,0.011036099,0.029126986,0.063930821
1341.7285,2.1949,0.000304847,0.011036106,0.029127018,0.063930892
1343.9234,2.1949,0.000304847,0.011036113,0.02912705,0.063930963
1346.1183,2.1949,0.000304847,0.01103612,0.029127082,0.063931033
1348.3132,2.1949,0.000304847,0.011036127,0.029127115,0.063931104
1350.5081,2.1949,0.000304847,0.011036134,0.029127147,0.063931174
1352.703,2.1949,0.000304847,0.011036141,0.029127178,0.063931244
1354.8979,2.1949,0.000304847,0.011036148,0.02912721,0.063931314
1357.0928,2.1949,0.000304847,0.011036155,0.029127242,0.063931383
1359.2877,2.1949,0.000304847,0.011036162,0.029127274,0.063931453
1361.4826,2.1949,0.000304847,0.011036169,0.029127305,0.063931522
1363.6775,2.1949,0.000304847,0.011036176,0.029127337,0.063931591
1365.8724,2.1949,0.000304847,0.011036182,0.029127368,0.06393166
1368.0673,2.1949,0.000304847,0.011036189,0.0291274,0.063931729
1370.2622,2.1949,0.000304847,0.011036196,0.029127431,0.063931798
1372.4571,2.1949,0.000304847,0.011036203,0.029127462,0.063931866
1374.652,2.1949,0.000304847,0.01103621,0.029127493,0.063931935
1376.8469,2.1949,0.000304847,0.011036216,0.029127524,0.063932003
1379.0418,2.1949,0.000304847,0.011036223,0.029127555,0.063932071
1381.2367,2.1949,0.000304847,0.01103623,0.029127586,0.063932139
1383.4316,2.1949,0.000304847,0.011036237,0.029127617,0.063932206
1385.6265,2.1949,0.000304847,0.011036243,0.029127648,0.063932274
1387.8214,2.1949,0.000304847,0.01103625,0.029127678,0.063932341
1390.0163,2.1949,0.000304847,0.011036257,0.029127709,0.063932408
1392.2112,2.1949,0.000304847,0.011036263,0.029127739,0.063932475
1394.4061,2.1949,0.000304847,0.01103627,0.02912777,0.063932542
1396.601,2.1949,0.000304847,0.011036277,0.0291278,0.063932609
1398.7959,2.1949,0.000304847,0.011036283,0.029127831,0.063932675
1400.9908,2.1949,0.000304847,0.01103629,0.029127861,0.063932742
1403.1857,2.1949,0.000304847,0.011036297,0.029127891,0.063932808
1405.3806,2.1949,0.000304847,0.011036303,0.029127921,0.063932874
1407.5755,2.1949,0.000304847,0.01103631,0.029127951,0.06393294
1409.7704,2.1949,0.000304847,0.011036316,0.029127981,0.063933005
1411.9653,2.1949,0.000304847,0.011036323,0.029128011,0.063933071
1414.1602,2.1949,0.000304847,0.011036329,0.029128041,0.063933136
1416.3551,2.1949,0.000304847,0.011036336,0.02912807,0.063933202
1418.55,2.1949,0.000304847,0.011036342,0.0291281,0.063933267
1420.7449,2.1949,0.000304847,0.011036349,0.02912813,0.063933332
1422.9398,2.1949,0.000304847,0.011036355,0.029128159,0.063933396
1425.1347,2.1949,0.000304847,0.011036362,0.029128188,0.063933461
1427.3296,2.1949,0.000304847,0.011036368,0.029128218,0.063933525
1429.5245,2.1949,0.000304847,0.011036374,0.029128247,0.06393359
1431.7194,2.1949,0.000304847,0.011036381,0.029128276,0.063933654
1433.9143,2.1949,0.000304847,0.011036387,0.029128306,0.063933718
1436.1092,2.1949,0.000304847,0.011036393,0.029128335,0.063933782
1438.3041,2.1949,0.000304847,0.0110364,0.029128364,0.063933846
1440.499,2.1949,0.000304847,0.011036406,0.029128393,0.063933909
1442.6939,2.1949,0.000304847,0.011036412,0.029128422,0.063933972
1444.8888,2.1949,0.000304847,0.011036419,0.02912845,0.063934036
1447.0837,2.1949,0.000304847,0.011036425,0.029128479,0.063934099
1449.2786,2.1949,0.000304847,0.011036431,0.029128508,0.063934162
1451.4735,2.1949,0.000304847,0.011036438,0.029128536,0.063934225
1453.6684,2.1949,0.000304847,0.011036444,0.029128565,0.063934287
1455.8633,2.1949,0.000304847,0.01103645,0.029128594,0.06393435
1458.0582,2.1949,0.000304847,0.011036456,0.029128622,0.063934412
1460.2531,2.1949,0.000304847,0.011036462,0.02912865,0.063934475
1462.448,2.1949,0.000304847,0.011036469,0.029128679,0.063934537
1464.6429,2.1949,0.000304847,0.011036475,0.029128707,0.063934599
1466.8378,2.1949,0.000304847,0.011036481,0.029128735,0.06393466
1469.0327,2.1949,0.000304847,0.011036487,0.029128763,0.063934722
1471.2276,2.1949,0.000304847,0.011036493,0.029128791,0.063934784
1473.4225,2.1949,0.000304847,0.011036499,0.029128819,0.063934845
1475.6174,2.1949,0.000304847,0.011036505,0.029128847,0.063934906
1477.8123,2.1949,0.000304847,0.011036511,0.029128875,0.063934967
1480.0072,2.1949,0.000304847,0.011036517,0.029128903,0.063935028
1482.2021,2.1949,0.000304847,0.011036524,0.02912893,0.063935089
1484.397,2.1949,0.000304847,0.01103653,0.029128958,0.06393515
1486.5919,2.1949,0.000304847,0.011036536,0.029128986,0.063935211
1488.7868,2.1949,0.000304847,0.011036542,0.029129013,0.063935271
1490.9817,2.1949,0.000304847,0.011036548,0.029129041,0.063935331
1493.1766,2.1949,0.000304847,0.011036554,0.029129068,0.063935391
1495.3715,2.1949,0.000304847,0.01103656,0.029129095,0.063935451
1497.5664,2.1949,0.000304847,0.011036566,0.029129123,0.063935511
1499.7613,2.1949,0.000304847,0.011036571,0.02912915,0.063935571
1501.9562,2.1949,0.000304847,0.011036577,0.029129177,0.063935631
1504.1511,2.1949,0.000304847,0.011036583,0.029129204,0.06393569
1506.346,2.1949,0.000304847,0.011036589,0.029129231,0.06393575
1508.5409,2.1949,0.000304847,0.011036595,0.029129258,0.063935809
1510.7358,2.1949,0.000304847,0.011036601,0.029129285,0.063935868
1512.9307,2.1949,0.000304847,0.011036607,0.029129312,0.063935927
1515.1256,2.1949,0.000304847,0.011036613,0.029129339,0.063935986
1517.3205,2.1949,0.000304847,0.011036619,0.029129366,0.063936044
1519.5154,2.1949,0.000304847,0.011036624,0.029129392,0.063936103
1521.7103,2.1949,0.000304847,0.01103663,0.029129419,0.063936161
1523.9052,2.1949,0.000304847,0.011036636,0.029129445,0.06393622
1526.1001,2.1949,0.000304847,0.011036642,0.029129472,0.063936278
1528.295,2.1949,0.000304847,0.011036648,0.029129498,0.063936336
1530.4899,2.1949,0.000304847,0.011036653,0.029129525,0.063936394
1532.6848,2.1949,0.000304847,0.011036659,0.029129551,0.063936452
1534.8797,2.1949,0.000304847,0.011036665,0.029129577,0.063936509
1537.0746,2.1949,0.000304847,0.011036671,0.029129604,0.063936567
1539.2695,2.1949,0.000304847,0.011036676,0.02912963,0.063936624
1541.4644,2.1949,0.000304847,0.011036682,0.029129656,0.063936682
1543.6593,2.1949,0.000304847,0.011036688,0.029129682,0.063936739
1545.8542,2.1949,0.000304847,0.011036693,0.029129708,0.063936796
1548.0491,2.1949,0.000304847,0.011036699,0.029129734,0.063936853
1550.244,2.1949,0.000304847,0.011036705,0.02912976,0.063936909
1552.4389,2.1949,0.000304847,0.01103671,0.029129785,0.063936966
1554.6338,2.1949,0.000304847,0.011036716,0.029129811,0.063937023
1556.8287,2.1949,0.000304847,0.011036722,0.029129837,0.063937079
1559.0236,2.1949,0.000304847,0.011036727,0.029129863,0.063937135
1561.2185,2.1949,0.000304847,0.011036733,0.029129888,0.063937192
1563.4134,2.1949,0.000304847,0.011036738,0.029129914,0.063937248
1565.6083,2.1949,0.000304847,0.011036744,0.029129939,0.063937304
1567.8032,2.1949,0.000304847,0.011036749,0.029129965,0.063937359
1569.9981,2.1949,0.000304847,0.011036755,0.02912999,0.063937415
1572.193,2.1949,0.000304847,0.011036761,0.029130015,0.063937471
1574.3879,2.1949,0.000304847,0.011036766,0.029130041,0.063937526
1576.5828,2.1949,0.000304847,0.011036772,0.029130066,0.063937582
1578.7777,2.1949,0.000304847,0.011036777,0.029130091,0.063937637
1580.9726,2.1949,0.000304847,0.011036783,0.029130116,0.063937692
1583.1675,2.1949,0.000304847,0.011036788,0.029130141,0.063937747
1585.3624,2.1949,0.000304847,0.011036793,0.029130166,0.063937802
1587.5573,2.1949,0.000304847,0.011036799,0.029130191,0.063937856
1589.7522,2.1949,0.000304847,0.011036804,0.029130216,0.063937911
1591.9471,2.1949,0.000304847,0.01103681,0.029130241,0.063937966
1594.142,2.1949,0.000304847,0.011036815,0.029130266,0.06393802
1596.3369,2.1949,0.000304847,0.011036821,0.02913029,0.063938074
1598.5318,2.1949,0.000304847,0.011036826,0.029130315,0.063938129
1600.7267,2.1949,0.000304847,0.011036831,0.02913034,0.063938183
1602.9216,2.1949,0.000304847,0.011036837,0.029130364,0.063938237
1605.1165,2.1949,0.000304847,0.011036842,0.029130389,0.06393829
1607.3114,2.1949,0.000304847,0.011036847,0.029130413,0.063938344
1609.5063,2.1949,0.000304847,0.011036853,0.029130438,0.063938398
1611.7012,2.1949,0.000304847,0.011036858,0.029130462,0.063938451
1613.8961,2.1949,0.000304847,0.011036863,0.029130486,0.063938505
1616.091,2.1949,0.000304847,0.011036869,0.029130511,0.063938558
1618.2859,2.1949,0.000304847,0.011036874,0.029130535,0.063938611
